strain	skewi
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4749717277
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4801430012
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4845930809
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4881013425
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4870524383
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4674495821
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.5028944298
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4629766190
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4803714941
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4898724639
LMTR_13.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.4685602106
LMTR_13.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.6151354560
LMTR_13.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.5381792954
LMTR_13.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.4183120887
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.5471083323
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.4160934767
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.5506297421
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.4012247355
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.5323564693
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3983619838
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.5395471588
LMTR_13.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.4382294797
LMTR_13.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.5522713160
LMTR_13.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.5264038071
USDA110.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.3877197893
USDA110.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.4378615570
USDA110.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.3415106031
USDA110.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4253145478
USDA110.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3165384487
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4546032739
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3271847791
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4271729202
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.2876440769
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4311176645
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3193065994
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4484481685
USDA110.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3496375551
USDA110.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4423267117
USDA110.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4194674501
USDA110.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4492909422
USDA110.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4612150543
USDA110.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4355927800
USDA110.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4397818547
USDA110.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4622951333
USDA110.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4703065590
USDA110.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4205338480
USDA110.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4633265754
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4392201646
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4513007764
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4860893022
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4539103887
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4336700043
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4151726864
USDA110.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4224195529
USDA110.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4492828567
USDA110.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4562527131
USDA110.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4414659525
USDA110.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4584171754
05LoS16R3_25.noSI.rot__with__chromosome	0.4162729251
11LoS11_3.noSI.rot__with__chromosome	0.6128875406
11LoS18_3.noSI.rot__with__chromosome	0.4669740018
11LoS34_10.noSI.rot__with__chromosome	0.4523337013
11LoS34_2.noSI.rot__with__chromosome	0.4317920793
11LoS34_4.noSI.rot__with__chromosome	0.4895105462
11LoS34_6.noSI.rot__with__chromosome	0.4306703234
11LoS7_1.noSI.rot__with__chromosome	0.4381056827
13LoS100_1.noSI.rot__with__chromosome	0.4539914027
13LoS28_1.noSI.rot__with__chromosome	0.4337749576
13LoS70_1.noSI.rot__with__chromosome	0.4073861979
13LoS70_2.noSI.rot__with__chromosome	0.4458332493
13LoS78_1.noSI.rot__with__chromosome	0.6374188352
B_diazoefficiens_NK6.noSI.rot__with__chromosome	0.4025057086
B_diazoefficiensUSDA_122.noSI.rot__with__chromosome	0.4627815896
B_elkanii_USDA_76_Brael.noSI.rot__with__chromosome	0.5489873521
B_erythrophleiGAS138.noSI.rot__with__chromosome	0.5081314785
B_erythrophleiGAS242.noSI.rot__with__chromosome	0.6271264868
B_erythrophleiGAS401.noSI.rot__with__chromosome	0.6910100654
B_erythrophleiMT12.noSI.rot__with__chromosome	0.6228327105
B_genosp._SA-4_str._CB756_Brage.noSI.rot__with__chromosome	0.3802493989
B_japonicumE109.noSI.rot__with__chromosome	0.4651630095
B_japonicumJ5.noSI.rot__with__chromosome	0.4520608612
B_japonicum_SEMIA_5079.noSI.rot__with__chromosome	0.4244679064
B_lablabiGAS165.noSI.rot__with__chromosome	0.6283906570
B_lablabiGAS499.noSI.rot__with__chromosome	0.4690207378
B_lablabiGAS522.noSI.rot__with__chromosome	0.6775364281
B_lablabiMT34.noSI.rot__with__chromosome	0.6894887441
B_oligotrophicum_S58.noSI.rot__with__chromosome	0.6195424002
B_ottawaenseGAS524.noSI.rot__with__chromosome	0.6607337334
B_sp._AT1.noSI.rot__with__chromosome	0.4191369133
B_sp._BF49.noSI.rot__with__chromosome	0.4557684654
B_sp._BTAi1.noSI.rot__with__chromosome	0.7090408516
B_sp._CCGE-LA001.noSI.rot__with__chromosome	0.3847502602
B_sp._DOA1.noSI.rot__with__chromosome	0.3621665355
B_sp._DOA9.noSI.rot__with__chromosome	0.3893477273
B_sp._ORS278.noSI.rot__with__chromosome	0.5002289251
B_sp._ORS285.noSI.rot__with__chromosome	0.5078813307
B_sp._S23321.noSI.rot__with__chromosome	0.4784397885
B_sp._SK17CBNU.noSI.rot__with__chromosome	0.7009793344
B_sp._WSM1253.noSI.rot__with__chromosome	0.4989965193
B_sp._WSM1417_Bra1417.noSI.rot__with__chromosome	0.4666374903
B_sp._WSM471.noSI.rot__with__chromosome	0.4678576227
CW1.noSI.rot__with__chromosome	0.4407356171
inoc15-2.noSI.rot__with__chromosome	0.3996140183
inoc2.noSI.rot__with__chromosome	0.4808910811
inoc4-2.noSI.rot__with__chromosome	0.4747252475
LMTR_13.noSI.rot__with__chromosome	0.5795930554
USDA110.noSI.rot__with__chromosome	0.4489723344
186.noSI.rot__with__chromosome	0.4921352753
186.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4377692773
186.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.3632875865
186.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4801966236
186.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.5047895709
186.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.4038316567
186.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.5189925469
186.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.4021461948
186.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.5151971040
186.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3931767373
186.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.5033713270
186.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3966837625
186.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.5030037348
186.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.4129719379
186.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4980394054
186.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4713953220
186.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4913876422
186.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4938041218
186.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4941270978
186.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4910344202
186.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4938040737
186.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.5087734726
186.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4547247050
186.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4935666013
186.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4893177971
186.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4831791776
186.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4889172994
186.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4896435454
186.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4954665317
186.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4758576969
186.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4625845224
186.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4734070440
186.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4878131150
186.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.5012308331
186.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4907475329
